iter	Passed	Remaining
356	16368	29482
357	16424	29453
358	16471	29410
359	16537	29399
360	16578	29344
361	16603	29262
362	16646	29211
363	16677	29140
364	16711	29074
365	16745	29007
366	16781	28945
367	16821	28889
368	16858	28828
369	16899	28775
370	16937	28715
371	16977	28660
372	17016	28603
373	17056	28548
374	17092	28488
375	17129	28427
376	17167	28370
377	17208	28316
378	17242	28251
379	17276	28188
380	17312	28127
381	17354	28076
382	17403	28037
383	17451	27995
384	17491	27940
385	17530	27885
386	17568	27828
387	17609	27775
388	17658	27736
389	17697	27681
390	17741	27632
391	17788	27589
392	17829	27538
393	17864	27477
394	17905	27424
395	17941	27365
396	17973	27300
397	18006	27236
398	18042	27176
399	18072	27109
400	18106	27046
401	18143	26990
402	18178	26928
403	18213	26869
404	18248	26809
405	18286	26754
406	18324	26699
407	18361	26642
408	18399	26586
409	18445	26542
410	18487	26493
411	18525	26439
412	18565	26386
413	18612	26345
414	18659	26303
415	18695	26246
416	18738	26197
417	18777	26145
418	18821	26098
419	18862	26047
420	18905	26000
421	18942	25945
422	18986	25898
423	19023	25843
424	19061	25788
425	19101	25737
426	19145	25692
427	19184	25639
428	19221	25583
429	19259	25530
430	19296	25474
431	19330	25416
432	19363	25355
433	19399	25299
434	19434	25242
435	19471	25187
436	19509	25134
437	19545	25078
438	19585	25027
439	19622	24974
440	19661	24922
441	19700	24870
442	19737	24816
443	19769	24755
444	19804	24700
445	19838	24642
446	19872	24584
447	19910	24532
448	19945	24476
449	19986	24428
450	20028	24380
451	20080	24345
452	20121	24296
453	20155	24240
454	20191	24185
455	20225	24128
456	20258	24070
457	20289	24010
458	20322	23952
459	20354	23894
460	20388	23838
461	20442	23805
462	20506	23783
463	20560	23751
464	20613	23716
465	20655	23669
466	20712	23639
467	20757	23596
468	20793	23541
469	20828	23487
470	20861	23430
471	20896	23375
472	20938	23328
473	20972	23272
474	21006	23217
475	21039	23160
476	21070	23102
477	21102	23044
478	21140	22993
479	21171	22935
480	21203	22878
481	21236	22822
482	21271	22768
483	21304	22713
484	21340	22660
485	21373	22605
486	21406	22549
487	21444	22499
488	21491	22457
489	21540	22419
490	21587	22379
491	21628	22331
492	21683	22298
493	21723	22251
494	21759	22199
495	21793	22144
496	21827	22090
497	21861	22036
498	21895	21983
499	21927	21927
500	21960	21872
501	21994	21819
502	22027	21764
503	22059	21709
504	22093	21656
505	22130	21605
506	22175	21562
507	22218	21518
508	22259	21472
509	22304	21429
510	22342	21380
511	22385	21336
512	22423	21287
513	22464	21240
514	22503	21192
515	22542	21144
516	22581	21096
517	22619	21047
518	22658	20999
519	22714	20967
520	22752	20918
521	22796	20874
522	22847	20838
523	22885	20789
524	22924	20741
525	22967	20697
526	23004	20647
527	23039	20596
528	23080	20550
529	23177	20553
530	23258	20542
531	23292	20490
532	23329	20440
533	23366	20391
534	23406	20344
535	23449	20299
536	23500	20261
537	23542	20217
538	23584	20171
539	23630	20129
540	23668	20081
541	23715	20040
542	23774	20009
543	23825	19971
544	23867	19926
545	23909	19881
546	23955	19839
547	23996	19792
548	24039	19748
549	24080	19701
550	24123	19657
551	24166	19613
552	24211	19570
553	24254	19526
554	24294	19479
555	24338	19435
556	24378	19389
557	24417	19341
558	24455	19292
559	24492	19243
560	24528	19193
561	24567	19147
562	24602	19096
563	24638	19046
564	24678	19000
565	24720	18955
566	24763	18911
567	24801	18863
568	24842	18817
569	24884	18772
570	24933	18733
571	24986	18696
572	25045	18663
573	25084	18616
574	25119	18566
575	25159	18519
576	25194	18470
577	25227	18418
578	25265	18370
579	25296	18318
580	25329	18266
581	25361	18214
582	25396	18165
583	25426	18112
584	25462	18062
585	25495	18011
586	25530	17962
587	25564	17912
588	25595	17860
589	25630	17810
590	25665	17761
591	25699	17711
592	25732	17660
593	25766	17611
594	25801	17562
595	25838	17514
596	25870	17463
597	25903	17413
598	25936	17362
599	25969	17313
600	26002	17262
601	26033	17211
602	26069	17163
603	26101	17112
604	26134	17062
605	26166	17012
606	26199	16963
607	26235	16914
608	26268	16865
609	26302	16816
610	26334	16766
611	26365	16715
612	26401	16667
613	26451	16629
614	26502	16590
615	26546	16548
616	26584	16502
617	26630	16460
618	26672	16417
619	26714	16373
620	26753	16328
621	26796	16284
622	26830	16236
623	26863	16187
624	26898	16139
625	26933	16091
626	26966	16042
627	26996	15991
628	27033	15944
629	27077	15902
630	27126	15863
631	27163	15816
632	27195	15767
633	27228	15718
634	27261	15670
635	27293	15620
636	27323	15570
637	27353	15520
638	27385	15471
639	27418	15422
640	27454	15376
641	27487	15328
642	27522	15280
643	27552	15230
644	27585	15182
645	27616	15133
646	27650	15086
647	27684	15038
648	27715	14989
649	27751	14943
650	27784	14895
651	27819	14848
652	27858	14803
653	27895	14758
654	27931	14712
655	27969	14666
656	28009	14623
657	28045	14576
658	28083	14531
659	28119	14486
660	28153	14438
661	28191	14393
662	28230	14349
663	28269	14305
664	28306	14259
665	28341	14213
666	28376	14167
667	28414	14122
668	28453	14077
669	28489	14032
670	28527	13987
671	28561	13940
672	28596	13894
673	28630	13848
674	28671	13804
675	28705	13758
676	28744	13714
677	28778	13667
678	28820	13625
679	28861	13582
680	28900	13537
681	28939	13493
682	28975	13448
683	29010	13402
684	29050	13358
685	29092	13316
686	29129	13271
687	29165	13226
688	29212	13185
689	29261	13146
690	29307	13105
691	29347	13062
692	29382	13016
693	29417	12971
694	29455	12926
695	29495	12883
696	29532	12838
697	29569	12793
698	29606	12748
699	29644	12704
700	29678	12658
701	29716	12614
702	29751	12569
703	29785	12523
704	29824	12479
705	29868	12438
706	29906	12394
707	29944	12350
708	29979	12304
709	30016	12260
710	30054	12216
711	30089	12170
712	30127	12127
713	30165	12082
714	30202	12038
715	30239	11994
716	30273	11948
717	30314	11906
718	30353	11862
719	30388	11817
720	30426	11773
721	30462	11729
722	30500	11685
723	30539	11642
724	30583	11600
725	30626	11558
726	30674	11518
727	30715	11476
728	30751	11431
729	30787	11386
730	30822	11342
731	30865	11300
732	30902	11256
733	30939	11212
734	30976	11168
735	31013	11124
736	31055	11082
737	31093	11038
738	31132	10995
739	31171	10952
740	31208	10908
741	31246	10864
742	31281	10820
743	31316	10775
744	31361	10734
745	31413	10695
746	31448	10651
747	31483	10606
748	31525	10564
749	31561	10520
750	31598	10476
751	31631	10431
752	31668	10388
753	31706	10344
754	31744	10301
755	31779	10256
756	31812	10212
757	31846	10167
758	31884	10124
759	31925	10081
760	31957	10036
761	31992	9992
762	32028	9948
763	32065	9904
764	32098	9860
765	32137	9817
766	32170	9772
767	32208	9729
768	32243	9685
769	32281	9642
770	32319	9599
771	32359	9556
772	32393	9512
773	32429	9469
774	32466	9425
775	32503	9382
776	32540	9339
777	32577	9295
778	32614	9252
779	32650	9209
780	32691	9167
781	32742	9127
782	32789	9087
783	32831	9045
784	32877	9004
785	32913	8961
786	32952	8918
787	33016	8882
788	33062	8841
789	33096	8797
790	33131	8754
791	33173	8712
792	33210	8668
793	33243	8624
794	33279	8581
795	33318	8538
796	33353	8495
797	33387	8451
798	33423	8408
799	33471	8367
800	33518	8327
801	33556	8284
802	33593	8241
803	33633	8199
804	33665	8154
805	33699	8111
806	33733	8067
807	33765	8023
808	33798	7979
809	33834	7936
810	33873	7894
811	33906	7850
812	33940	7806
813	33974	7763
814	34016	7721
815	34049	7677
816	34083	7634
817	34122	7592
818	34159	7549
819	34193	7505
820	34230	7463
821	34264	7419
822	34296	7376
823	34332	7333
824	34368	7290
825	34429	7252
826	34496	7216
827	34548	7176
828	34613	7139
829	34670	7101
830	34728	7062
831	34776	7022
832	34833	6983
833	34902	6946
834	34943	6904
835	34978	6861
836	35013	6818
837	35050	6775
838	35083	6732
839	35120	6689
840	35162	6647
841	35202	6605
842	35240	6563
843	35279	6520
844	35314	6477
845	35350	6434
846	35383	6391
847	35419	6348
848	35476	6309
849	35544	6272
850	35623	6237
851	35692	6200
852	35743	6159
853	35799	6120
854	35848	6079
855	35893	6038
856	35939	5996
857	35980	5954
858	36013	5911
859	36049	5868
860	36088	5826
861	36121	5782
862	36158	5740
863	36193	5697
864	36227	5654
865	36261	5610
866	36294	5567
867	36330	5524
868	36371	5482
869	36412	5440
870	36448	5398
871	36485	5355
872	36527	5313
873	36563	5271
874	36598	5228
875	36636	5185
876	36685	5145
877	36724	5102
878	36760	5060
879	36794	5017
880	36830	4974
881	36865	4932
882	36901	4889
883	36941	4847
884	36981	4805
885	37020	4763
886	37060	4721
887	37095	4678
888	37135	4636
889	37172	4594
890	37210	4552
891	37260	4511
892	37295	4468
893	37335	4426
894	37372	4384
895	37411	4342
896	37447	4299
897	37483	4257
898	37521	4215
899	37558	4173
900	37592	4130
901	37629	4088
902	37663	4045
903	37699	4003
904	37751	3962
905	37800	3921
906	37841	3880
907	37890	3839
908	37941	3798
909	37997	3757
910	38053	3717
911	38102	3676
912	38165	3636
913	38211	3595
914	38261	3554
915	38316	3513
916	38358	3471
917	38400	3430
918	38443	3388
919	38495	3347
920	38546	3306
921	38597	3265
922	38644	3223
923	38694	3182
924	38740	3141
925	38800	3100
926	38849	3059
927	38900	3018
928	38948	2976
929	39004	2935
930	39056	2894
931	39104	2853
932	39155	2811
933	39209	2770
934	39253	2728
935	39289	2686
936	39326	2644
937	39361	2601
938	39397	2559
939	39434	2517
940	39468	2474
941	39508	2432
942	39544	2390
943	39577	2347
944	39614	2305
945	39648	2263
946	39687	2221
947	39723	2178
948	39756	2136
949	39791	2094
950	39828	2052
951	39877	2010
952	39923	1968
953	39960	1926
954	39999	1884
955	40034	1842
956	40070	1800
957	40102	1758
958	40136	1715
959	40172	1673
960	40206	1631
961	40251	1589
962	40287	1547
963	40324	1505
964	40359	1463
965	40394	1421
966	40428	1379
967	40465	1337
968	40501	1295
969	40534	1253
970	40568	1211
971	40602	1169
972	40642	1127
973	40676	1085
974	40714	1043
975	40752	1002
976	40786	960
977	40822	918
978	40861	876
979	40894	834
980	40930	792
981	40970	750
982	41003	709
983	41047	667
984	41083	625
985	41116	583
986	41154	542
987	41212	500
988	41251	458
989	41289	417
990	41324	375
991	41360	333
992	41393	291
993	41433	250
994	41470	208
995	41505	166
996	41538	124
997	41575	83
998	41611	41
999	41648	0
