iter	MultiClass
262	0.01739666498
263	0.01730479508
264	0.01721763456
265	0.01713808741
266	0.01707820467
267	0.01703449901
268	0.01696846
269	0.01690991716
270	0.01679429117
271	0.01670997031
272	0.01664440951
273	0.01658433174
274	0.01652812446
275	0.01648186112
276	0.01642939729
277	0.0163820849
278	0.0163362075
279	0.01626158507
280	0.0161974213
281	0.01611802717
282	0.01602006637
283	0.01594176523
284	0.01584100223
285	0.01579569667
286	0.0157452125
287	0.01568350959
288	0.01563008207
289	0.01558669532
290	0.01553399324
291	0.01546998551
292	0.01538765857
293	0.01533217866
294	0.01528237205
295	0.01520915484
296	0.01516972329
297	0.01511135021
298	0.01506302378
299	0.01500685974
300	0.01492822094
301	0.01488630014
302	0.01483866856
303	0.01476076173
304	0.0146971953
305	0.01465569383
306	0.0146031251
307	0.01455953007
308	0.0145168327
309	0.01445346143
310	0.01439260409
311	0.01435806461
312	0.01429339052
313	0.01423928981
314	0.01420244427
315	0.01416067915
316	0.01411443104
317	0.01405465831
318	0.01401800808
319	0.01397434937
320	0.01393224883
321	0.01390749298
322	0.01385136423
323	0.01381723296
324	0.01377908125
325	0.01372481423
326	0.01367242842
327	0.01362204626
328	0.01355791475
329	0.01348535596
330	0.01343685625
331	0.01340310288
332	0.0133510675
333	0.01326842387
334	0.01319692965
335	0.01316562045
336	0.01311093224
337	0.01306280505
338	0.01301146228
339	0.01296470169
340	0.01293383885
341	0.01289224115
342	0.01285968865
343	0.01279191775
344	0.01275478864
345	0.01271289017
346	0.01266825713
347	0.01261866152
348	0.01257748318
349	0.01252898248
350	0.01246779782
351	0.0124370776
352	0.01239438146
353	0.01235418206
354	0.01229849561
355	0.01223223972
356	0.01220214131
357	0.01214544777
358	0.01211966139
359	0.01208962083
360	0.01205267026
361	0.0120246094
362	0.01199886381
363	0.01197274545
364	0.01194489184
365	0.01191512325
366	0.01188212485
367	0.01186001555
368	0.01182138825
369	0.01177635464
370	0.0117448113
371	0.01170503774
372	0.01168250659
373	0.01165446954
374	0.01162278236
375	0.01154804524
376	0.01148852895
377	0.01143695029
378	0.01140408047
379	0.01137362796
380	0.01132246786
381	0.01128883104
382	0.01124473711
383	0.01121828871
384	0.01119087587
385	0.01115929033
386	0.01112904932
387	0.011091837
388	0.01105440546
389	0.01102855255
390	0.01099617083
391	0.01097469063
392	0.01095003531
393	0.01093006909
394	0.01088756378
395	0.0108463874
396	0.01077516641
397	0.01075091079
398	0.01072097216
399	0.0106949191
400	0.01066293612
401	0.01063195131
402	0.01059776319
403	0.01057125163
404	0.01054620162
405	0.01052038037
406	0.0105007069
407	0.01047643007
408	0.01043719753
409	0.01041199237
410	0.01038933103
411	0.01036531819
412	0.01032693636
413	0.01030135834
414	0.01028320245
415	0.01025027364
416	0.01020673943
417	0.01018204827
418	0.01016674211
419	0.01014377925
420	0.0101223611
421	0.01010308546
422	0.01007644825
423	0.01004183122
424	0.01002045982
425	0.009993157903
426	0.009963012708
427	0.009940777035
428	0.00990847064
429	0.00987131706
430	0.009823826549
431	0.009800653385
432	0.009774380644
433	0.009754769724
434	0.009733028325
435	0.009716064391
436	0.009667313659
437	0.009644957109
438	0.00961214955
439	0.009597253077
440	0.009569053522
441	0.009540221099
442	0.009514692764
443	0.009489192215
444	0.009468814955
445	0.009442758572
446	0.009420524763
447	0.009398519414
448	0.009373708288
449	0.00934995843
450	0.009326956525
451	0.009305433047
452	0.009262314247
453	0.009238568006
454	0.009217036839
455	0.009200089348
456	0.009171975193
457	0.009149716587
458	0.009120811102
459	0.009105665772
460	0.009088342601
461	0.009069905731
462	0.009051123548
463	0.009031031754
464	0.009017738884
465	0.008999431826
466	0.008984479082
467	0.008964087051
468	0.008943607948
469	0.008919821226
470	0.008907543672
471	0.008892261085
472	0.008877353794
473	0.008859686734
474	0.008830070108
475	0.008808371265
476	0.008783048841
477	0.008767169438
478	0.008742966874
479	0.008718107538
480	0.008684428035
481	0.008668329319
482	0.008649889756
483	0.008629662273
484	0.00861010602
485	0.008590744959
486	0.008569157601
487	0.008550692529
488	0.008532704968
489	0.008516605872
490	0.008480379641
491	0.008456011729
492	0.008436058738
493	0.008416153362
494	0.00840197018
495	0.008385669727
496	0.008366087218
497	0.00834397856
498	0.008323970795
499	0.008291634229
500	0.008263479603
501	0.008244603254
502	0.00823331008
503	0.008219637745
504	0.008200742733
505	0.008180349591
506	0.008161980147
507	0.008143012819
508	0.008124342522
509	0.008104433768
510	0.008088381689
511	0.008060194249
512	0.008045578425
513	0.008029838666
514	0.008012290945
515	0.007992441955
516	0.007976105675
517	0.007960905157
518	0.007949226497
519	0.007931146949
520	0.007913989449
521	0.007889457913
522	0.007876102112
523	0.007861367776
524	0.007843642647
525	0.007832360203
526	0.007814895168
527	0.007797503033
528	0.007782372457
529	0.007763886201
530	0.00774519393
531	0.00772506681
532	0.007707042998
533	0.007697194564
534	0.007687649459
535	0.007676608242
536	0.007666784488
537	0.00765667737
538	0.007638137232
539	0.00762324907
540	0.007610801291
541	0.007588633687
542	0.007574694023
543	0.007558478521
544	0.007537112986
545	0.007521739749
546	0.007506821069
547	0.007496959303
548	0.007484770821
549	0.007468297284
550	0.007454180439
551	0.00744140077
552	0.007432863657
553	0.007422046142
554	0.007416222522
555	0.007404420025
556	0.007385937577
557	0.007374075606
558	0.007362910949
559	0.007345066158
560	0.007328032386
561	0.007312515719
562	0.007302121928
563	0.007291573898
564	0.007281174859
565	0.007266353161
566	0.007249214604
567	0.007233931192
568	0.007224170863
569	0.00721545744
570	0.007200408382
571	0.007186365241
572	0.007163451575
573	0.007150997601
574	0.007133692081
575	0.007124862922
576	0.007114088108
577	0.007103697603
578	0.007087267021
579	0.007078307662
580	0.007070965631
581	0.007055741422
582	0.007045237694
583	0.007033707263
584	0.007014040752
585	0.006998186949
586	0.006983563895
587	0.006970472936
588	0.00696095325
589	0.006947517598
590	0.006938641699
591	0.006927628807
592	0.006910826829
593	0.006902910898
594	0.006890487375
595	0.006879936943
596	0.006861599623
597	0.00685325895
598	0.006844200451
599	0.006833284959
600	0.006821461605
601	0.006806865791
602	0.006797567917
603	0.006785043458
604	0.006764632012
605	0.006758755883
606	0.00675280847
607	0.006733789436
608	0.006716719512
609	0.006705787025
610	0.006686252971
611	0.006675364062
612	0.006665816465
613	0.006654350148
614	0.006636051214
615	0.006623610751
616	0.006607131754
617	0.006597439062
618	0.006582118643
619	0.006569700243
620	0.006561697849
621	0.006553213487
622	0.006537079186
623	0.006524816887
624	0.006517809521
625	0.006505658582
626	0.006497328019
627	0.006488808017
628	0.006479860561
629	0.006466208021
630	0.006459029768
631	0.006446127318
632	0.006438306699
633	0.006428771469
634	0.006421028006
635	0.006408771408
636	0.006393744924
637	0.006384900455
638	0.006368694631
639	0.00636145846
640	0.006349796812
641	0.006338509483
642	0.006328082296
643	0.006320158949
644	0.006308377872
645	0.006300750318
646	0.006293202997
647	0.006282362494
648	0.006275895969
649	0.006268209687
650	0.00625873079
651	0.00624904582
652	0.006238719132
653	0.006231032412
654	0.006224539301
655	0.006215236192
656	0.006205919648
657	0.006197009914
658	0.006182143621
659	0.006174054692
660	0.006165817941
661	0.006153015397
662	0.00614572899
663	0.006137744704
664	0.006129804079
665	0.006115079271
666	0.006101315046
667	0.00609145203
668	0.006079042463
669	0.006068339582
670	0.006057353465
671	0.006048822235
672	0.006043064817
673	0.006039050294
674	0.006028120936
675	0.006021498586
676	0.006006596887
677	0.00599837569
678	0.005986219966
679	0.005977279311
680	0.005965834512
681	0.0059569209
682	0.005944812868
683	0.005935779162
684	0.005927896461
685	0.00591914174
686	0.005908539282
687	0.005902765469
688	0.005895722624
689	0.005888876194
690	0.005882863913
691	0.005871776086
692	0.005864827145
693	0.005853825013
694	0.0058433493
695	0.005835485285
696	0.005824333465
697	0.005815060585
698	0.005803879821
699	0.005783656016
700	0.005773742051
701	0.005767518631
702	0.005757105302
703	0.005750906937
704	0.005742642361
705	0.005735165606
706	0.005719929368
707	0.005712898096
708	0.005703975096
709	0.005697220754
710	0.005690043286
711	0.005685162481
712	0.005677101189
713	0.005664353643
714	0.005658646929
715	0.005650927255
716	0.005645743321
717	0.00564118024
718	0.005635308044
719	0.005625995163
720	0.005614383149
721	0.005605955622
722	0.005598682654
723	0.005591017723
724	0.005581465843
725	0.005573069733
726	0.005565067973
727	0.005556037425
728	0.005549599064
729	0.005541285875
730	0.00553517603
731	0.005523539703
732	0.005513659461
733	0.005505675866
734	0.005499197049
735	0.005494334548
736	0.005481284831
737	0.0054722345
738	0.005463758386
739	0.005452061364
740	0.005446154152
741	0.005439665007
742	0.005429359098
743	0.005418453523
744	0.005408109248
745	0.005400449687
746	0.005392646337
747	0.005387624158
748	0.005378232227
749	0.005372372354
750	0.005365694537
751	0.005358646707
752	0.005354541606
753	0.005348754052
754	0.005339833741
755	0.005336061779
756	0.005327465585
757	0.005319411176
758	0.005308352476
759	0.005299157124
760	0.005292353913
761	0.005285246616
762	0.00527541177
763	0.005260267929
764	0.005253539915
765	0.005247605055
766	0.005239529026
767	0.005231177711
768	0.005221727399
769	0.005216776101
770	0.005208606983
771	0.005197493369
772	0.005193720012
773	0.005188285796
774	0.00518137177
775	0.005174831783
776	0.005168702137
777	0.005158776059
778	0.005151859621
779	0.005143803962
780	0.005135155195
781	0.005125837815
782	0.005117063495
783	0.005108753549
784	0.005102106133
785	0.005097099617
786	0.005089036598
787	0.005082408229
788	0.00507434621
789	0.00506920242
790	0.005060584757
791	0.005054796448
792	0.005048867853
793	0.005045048955
794	0.005039537978
795	0.005030078475
796	0.005025626784
797	0.005018215651
798	0.005010760582
799	0.005005296269
800	0.004999924731
801	0.004993353109
802	0.004988441731
803	0.004984343157
804	0.004980606113
805	0.004974209399
806	0.00497006922
807	0.004957639952
808	0.004952866387
809	0.004945028994
810	0.004939472797
811	0.004933999147
812	0.004923374586
813	0.004919283144
814	0.004913309116
815	0.004906498515
816	0.004900776314
817	0.004896106686
818	0.004885656274
819	0.004880447024
820	0.004873912904
821	0.004868498677
822	0.004861275528
823	0.004852635403
824	0.00484692234
825	0.004840624799
826	0.004832926401
827	0.004819315411
828	0.004813776928
829	0.004803891597
830	0.004797492072
831	0.004790122461
832	0.004782975919
833	0.004777672643
834	0.004771222652
835	0.00476496205
836	0.004761417617
837	0.004753240385
838	0.004746524936
839	0.004743287848
840	0.004736656352
841	0.004730825115
842	0.004725267747
843	0.00471869373
844	0.004715393936
845	0.004711584129
846	0.004704440104
847	0.004699814755
848	0.004694562765
849	0.004689897336
850	0.00468204176
851	0.004677625777
852	0.00467177237
853	0.004668669628
854	0.004660450894
855	0.004653898621
856	0.004647631584
857	0.004643977849
858	0.004639126079
859	0.004634104573
860	0.004626197078
861	0.004618766473
862	0.004609000631
863	0.004602666366
864	0.004597181382
865	0.004593055576
866	0.00458749342
867	0.004584101305
868	0.004575893178
869	0.004567511655
870	0.004564375085
871	0.004554204301
872	0.004550735859
873	0.00454596411
874	0.004537150516
875	0.004532661906
876	0.004527816039
877	0.004521877536
878	0.004517613013
879	0.00450816787
880	0.004503462565
881	0.004498669283
882	0.00449376706
883	0.004487891912
884	0.004483260225
885	0.004478295796
886	0.004471435028
887	0.004465945942
888	0.004462257662
889	0.004456664685
890	0.004453719509
891	0.004449897554
892	0.004445185025
893	0.004440830875
894	0.004434807856
895	0.004428952532
896	0.004424831461
897	0.004418681777
898	0.004414676912
899	0.004407890024
900	0.004403890988
901	0.004400927409
902	0.004395735913
903	0.004389249049
904	0.004380401937
905	0.004376279152
906	0.00437202028
907	0.004365310838
908	0.004359741624
909	0.004354467768
910	0.00434972103
911	0.004344669637
912	0.004339774098
913	0.004336678786
914	0.004333010123
915	0.004328359551
916	0.004324583968
917	0.004319602772
918	0.004313890078
919	0.0043085766
920	0.004300536262
921	0.004293988302
922	0.004288554408
923	0.004285278213
924	0.004279133131
925	0.004271951492
926	0.004267176906
927	0.004263062719
928	0.004258569008
929	0.004253333345
930	0.004248854622
931	0.004244296222
932	0.004237900443
933	0.004233789436
934	0.004229385605
935	0.004222580031
936	0.004216054728
937	0.004213824603
938	0.0042084148
939	0.004204932096
940	0.004202299532
941	0.004198730792
942	0.004193954938
943	0.004187598414
944	0.004183871285
945	0.004178270379
946	0.004174778855
947	0.004170519333
948	0.004165174806
949	0.004162281539
950	0.004159099437
951	0.004155865002
952	0.004152276386
953	0.004148232741
954	0.004143017374
955	0.004140238735
956	0.004136029001
957	0.004133674042
958	0.004126902302
959	0.004123283297
960	0.004119188675
961	0.004113200899
962	0.004109431608
963	0.004105256714
964	0.004099243705
965	0.00409158211
966	0.0040889037
967	0.004084808266
968	0.004077970356
969	0.004073704374
970	0.004071330931
971	0.004068384403
972	0.004066571043
973	0.004063461967
974	0.00405824389
975	0.004054508484
976	0.004050344733
977	0.004047527566
978	0.004042250649
979	0.004037972739
980	0.004035028717
981	0.004029048907
982	0.004022116091
983	0.004018643643
984	0.004011919381
985	0.004008363893
986	0.0040042111
987	0.004000873725
988	0.003996038524
989	0.003992276062
990	0.003988614958
991	0.003986117507
992	0.003984333916
993	0.003981529812
994	0.003977697715
995	0.003974521722
996	0.00396854559
997	0.003964016161
998	0.00396080395
999	0.003955730698
